Average_Order_Value,Time_Spent_Minutes,Average_Session_Duration,Age_Group_Under 18,Age_Group_18-24,Age_Group_25-34,Age_Group_35-49,Age_Group_50-64,Age_Group_65+
0.616259500164893,-0.6471028341764448,-0.5991755125416371,0,0,0,0,1,0
-0.089674565786058,-0.058458637643043106,0.05454058554552651,0,0,0,1,0,0
-0.06360548832128098,0.05449418384186523,-0.09777788028734842,0,0,1,0,0,0
-0.12319195109791449,-0.21000168312786932,-0.16958206474772602,0,0,0,0,1,0
-1.292990077969742,0.18411530752475783,-0.04024651017522707,0,1,0,0,0,0
0.25212000541879886,-1.030139463482561,-1.0276657680123482,0,0,0,1,0,0
-1.8772684490850662,-1.0669625608884232,-1.05602693357227,0,0,1,0,0,0
1.7728161908641356,0.3057604814452914,0.11889515887434488,0,0,1,0,0,0
-0.5796077041717121,-0.9467024321362036,-0.9412942474642504,0,0,0,1,0,0
-1.5102323901762187,-0.7811656544335854,-0.6980595320889192,0,1,0,0,0,0
-1.34430064313851,0.7878994805531769,1.142858640750113,0,0,0,1,0,0
1.2419173593195454,-0.21000168312786932,0.03579896573310696,0,0,0,1,0,0
-0.7455394512094212,0.06032092558442696,0.0709837390840332,0,0,0,0,1,0
-0.5014004717773806,0.22112944564349102,0.6919766458304638,0,0,0,0,1,0
-1.6149224949157208,1.9022877189072427,1.8166184094137885,0,0,0,0,1,0
0.42674144494476673,0.7123428786127436,0.48936698986004223,0,0,0,0,1,0
-1.2644382312226052,0.030852895624093782,-0.03653296935971176,0,0,1,0,0,0
-1.5685774683116727,-0.21000168312786932,-0.18360692678287555,0,0,0,0,1,0
0.47308647154881467,1.8647482188281146,1.5953792155568174,0,0,0,0,1,0
0.13460225938710468,-0.10994410976174551,-0.018448758477027878,0,1,0,0,0,0
1.3346074125276426,0.09289336712891239,0.005885732649370302,0,1,0,0,0,0
1.661919162918734,0.0648581425151106,0.12926548224650114,0,1,0,0,0,0
-0.3172617500023669,-1.1503040718783448,-1.130938849762778,0,0,0,1,0,0
1.51295300597715,2.7680842296380748,2.3689423264319918,0,0,0,1,0,0
0.9729506870639076,-0.7124865181565038,-0.7325685405869956,0,0,0,0,1,0
1.5212289035850155,-1.0735534654824685,-1.0541185470847287,0,0,1,0,0,0
-0.6127112946031752,-0.16166838277153642,-0.2394205178628844,0,0,1,0,0,0
1.1335031006565042,-0.7773448401761679,-0.75437969575621,0,0,0,1,0,0
-0.2266406711962367,0.18344666502970983,0.0889142152477305,0,0,1,0,0,0
1.5812291612420424,-0.8248662175027994,-0.8399067206549837,0,0,1,0,0,0
1.3892283367395564,-0.21000168312786932,-0.0930828172832744,0,0,1,0,0,0
-0.6027802174737364,-0.9402548080768115,-0.9287183677009937,0,0,1,0,0,0
-0.49933149737541427,-0.7596258140573936,-0.6200223537737451,0,0,0,0,1,0
0.2881201600130146,-0.975501819601489,-0.9762983009233319,0,0,0,1,0,0
1.0544682785013855,-0.6880810670872488,-0.7381185784219245,0,0,0,1,0,0
-0.023881179803524912,-1.0578403668488388,-1.038527011254329,0,0,0,1,0,0
0.24301651805014596,-0.8565789758393656,-0.8565135403954701,0,0,0,0,1,0
0.5376384728901679,-0.7456798420178193,-0.8055867086718549,0,0,0,0,1,0
1.0130887904620567,0.7600552966522461,1.4991449940546204,0,0,1,0,0,0
0.7362600154789464,0.797642556909592,0.8584313893955869,0,0,0,0,1,0
-0.6574011416856503,-1.1873659701752959,-1.16687941977642,0,1,0,0,0,0
-1.7551989593690458,0.31201706479181274,0.30046097016773726,0,0,0,1,0,0
1.2427449490803324,0.22762482988110103,0.08153856964488275,0,1,0,0,0,0
0.7639842724652969,-0.15512523835570888,-0.049967902501165735,0,0,1,0,0,0
2.323163381787209,-0.21000168312786932,-0.21051949987735158,0,1,0,0,0,0
-0.8667813511646546,-0.5959994434834841,-0.5719380589356231,0,0,0,0,1,0
-0.02967430812903098,-0.825296059106759,-0.8564424030772267,0,0,1,0,0,0
-0.24608903057472126,-0.21000168312786932,-0.30504170781892587,0,0,0,1,0,0
-0.6983668348445863,-0.3699027598007967,-0.3559115641385862,0,0,1,0,0,0
-0.5245729850794049,-0.8546685687106569,-0.8117472444796209,0,0,0,0,0,1
-0.6358838079051995,0.14046250463376161,0.3141825345389389,0,0,1,0,0,0
-0.7418152972858815,1.8892969504320227,1.5830760302335203,0,0,1,0,0,0
0.8926744802676096,-0.35184941243449847,-0.4303438385695001,0,0,0,0,1,0
-0.6478838594366045,1.0839648253248246,1.5324946394904966,0,0,0,0,1,0
-0.5113315489068193,0.7752907935036988,0.5653229242970154,0,1,0,0,0,0
0.3990171879584163,-0.544466211186564,-0.4376834530674845,0,0,0,0,1,0
0.256671749103125,0.12804485829715426,-0.06098168883681549,0,0,0,0,1,0
0.21322328666182921,-0.7962101105721673,-0.7001435261171872,0,0,0,1,0,0
0.636535449304164,-0.5462333377806197,-0.5030853718285107,0,1,0,0,0,0
-0.4972625229734479,-0.9351922291857331,-0.9168277285416638,0,0,0,0,1,0
-2.047338144926708,-0.26330204201884505,-0.2626928031317266,0,0,0,0,1,0
-0.9201608907353889,1.6722747006107022,1.2118720263136553,0,0,0,0,0,1
1.8572303464643662,-0.5695403047508671,-0.40561234570789323,0,0,0,1,0,0
1.0643993556308249,-0.21000168312786932,-0.2718392866748919,0,0,0,1,0,0
-2.072165837750305,0.41517904974208825,0.23002802463564567,0,0,0,0,1,0
-0.709539296615205,-0.21000168312786932,-0.2718392866748919,0,0,0,0,1,0
0.04356738570058099,-1.179342260234719,-1.1601425909364436,0,0,0,0,1,0
-0.5746421656069925,2.593186457004783,2.2125378494385783,0,0,0,1,0,0
0.8210879659595711,-0.21000168312786932,-0.19724754602254144,0,0,0,1,0,0
1.5841257254047958,2.781218278647948,2.5176129854435856,0,0,0,0,1,0
1.1773653579781929,1.0609921796021011,1.2648046425249833,0,1,0,0,0,0
-0.5593317550324413,1.8214297371846426,1.8601045771746803,0,0,0,0,1,0
-1.4125767984034026,-0.8745368028492285,-0.8693809215773731,0,0,0,0,1,0
0.6307423209786579,-0.6488222005922827,-0.5837150571151273,0,0,0,0,1,0
-1.532163518837063,-0.6572279919586015,-0.7223936611634819,0,0,1,0,0,0
1.4823321848280464,0.673991455503914,0.8464092479388431,0,1,0,0,0,0
0.5417764216941011,-0.9900686739578937,-0.968389453564715,0,1,0,0,0,0
-1.1105065357163018,-1.1225076481556318,-1.106677280172348,0,0,0,1,0,0
0.07460200173007767,2.1677865496195494,2.0730380398383916,0,0,0,0,1,0
1.8448165000525671,0.869808186196567,0.7425687001503292,0,0,0,1,0,0
0.15280923412440928,1.3004617131857503,1.1131073328692758,0,0,1,0,0,0
-1.1494032544732709,0.09747834423781343,0.2662814868860389,0,0,1,0,0,0
2.1915766098221443,-0.21606722576151982,-0.31039974505977536,0,0,0,1,0,0
1.408262901237648,-1.0433690328488694,-1.0506229454311253,0,0,1,0,0,0
-0.33795149402203134,1.1735629196612676,1.5934332354959189,0,0,0,0,0,1
0.5074314466214576,0.2696060265344772,0.2589467288685574,0,0,0,1,0,0
0.9708817126619413,0.045371989802280556,-0.06587646778988179,0,0,0,0,1,0
-0.7637464259467259,0.6541709815435603,0.43859957429538204,0,0,0,0,0,1
1.2212276152998809,1.428554511165676,1.5404037344077994,0,0,0,0,0,1
0.5165349339901099,1.6471050866899637,1.7250655393336365,0,0,0,1,0,0
1.433090594061245,-0.9234909855223917,-0.8893239598826462,0,1,0,0,0,0
1.992541272352972,-1.176428889363438,-1.1576836013689804,0,0,0,0,1,0
0.7329496564358001,-0.7608198185128366,-0.7185540252630719,0,0,0,0,1,0
0.29929262178363325,0.6294312092267812,0.957718516246511,0,0,0,0,1,0
-1.0947823302613566,-0.2744301635435739,-0.11543241544301819,0,0,1,0,0,0
1.3561247463080934,0.8325552471867451,0.6840830480506387,0,0,0,0,1,0
-1.1299548950947864,-0.21000168312786932,-0.04135475471207372,0,0,0,1,0,0
0.7486738618907456,-0.037730720296552514,0.20052268436406925,0,0,0,0,1,0
-0.39712416191827193,-1.0310946670469154,-1.0420797152965553,0,0,1,0,0,0
2.3732325623147976,0.9474184758003623,0.7407896591829733,0,0,0,1,0,0
0.6634321165297279,0.8338447719986237,0.513804491824089,0,1,0,0,0,0
0.6895011939945049,-0.67317989148332,-0.59253107414418,0,0,0,0,0,1
0.038188052255468424,-0.8443523702156293,-0.7707094543624846,0,0,0,1,0,0
0.5533626783451127,1.208953211720598,1.0575180884681477,0,1,0,0,0,0
-1.3368523352914308,0.7694640517611369,0.5816517342027828,0,0,0,0,1,0
0.06549851436142536,0.14624148619810567,-0.09604262893145672,0,0,0,0,1,0
0.10687800240075425,-0.8087710374434277,-0.8381300695150465,0,1,0,0,0,0
-1.9356135272205197,-0.21000168312786932,-0.12503250298901594,0,0,0,1,0,0
0.4933624206880862,-1.12589862080909,-1.107049460907056,0,0,0,1,0,0
1.4421940814298975,-1.132871606828877,-1.1101323073973555,0,0,0,0,1,0
0.9208125321343535,-0.9029063487105543,-0.8325273410692089,0,0,0,0,1,0
1.3499178231021938,-1.0479540099577707,-1.0307530174382924,0,0,0,1,0,0
0.7312944769142273,-0.21000168312786932,-0.33590042864691044,0,0,0,1,0,0
0.07294682220850425,-0.5646210063944419,-0.5576402674971854,0,0,1,0,0,0
-1.8619580385105143,-0.35629110900874633,-0.25363600048957324,0,0,0,1,0,0
-0.891609043988252,0.09198592374277571,-0.052027066600852254,0,0,0,1,0,0
0.11349872048704672,-0.21000168312786932,-0.3155758093063904,0,0,0,0,1,0
-0.937540275711907,-0.21000168312786932,-0.21051949987735158,0,1,0,0,0,0
1.4964012107614184,2.3786477364507843,2.3713750483346074,0,0,0,0,0,1
-0.5345040622088436,-1.1751393645515595,-1.159968735888654,0,0,0,0,1,0
-0.08015728353701218,2.0873106493226907,1.6218216505019758,0,1,0,0,0,0
-0.39836554655945183,2.484102209955511,2.426616578326987,0,0,0,0,1,0
-1.9662343483696232,-1.1248478968883002,-1.1106634344447184,0,1,0,0,0,0
-0.4720210352694567,1.2288692060373876,1.3337715405127135,0,0,0,1,0,0
-0.5200212413950787,-0.21000168312786932,-0.32585909885367736,0,0,1,0,0,0
-0.7927120675742556,2.325204097025155,2.6893148552458666,0,0,0,0,1,0
0.8111568888301318,1.629147259680101,1.5168685930998431,0,0,0,0,0,1
-0.9665059173394374,-1.097911156373506,-1.0871326763918723,0,0,0,0,1,0
-0.34829636603186354,-0.21000168312786932,-0.3155758093063904,0,0,0,0,1,0
-0.1318816435861733,-0.823051330730526,-0.8106059878461312,0,0,1,0,0,0
-0.8551950945136425,-0.9952745333836253,-0.9514695912232453,0,0,0,1,0,0
0.5661903196373047,1.5874526240960312,1.704829782982052,0,0,0,1,0,0
0.01998107751816322,-1.0202053464132752,-1.0147164906825838,0,0,0,1,0,0
-0.2754684670826445,-1.052873308314196,-0.9893456339030742,0,0,0,0,1,0
-0.8481605815469565,0.5775636556823369,0.4299101350836886,0,0,0,0,0,1
0.29556846786009405,1.8529992149865557,1.6556158918008872,0,0,0,0,0,1
0.13956779795182372,-0.0843446542370474,-0.18187716672874307,0,0,1,0,0,0
-2.0009931183226595,-0.48352422378075305,-0.5542826967766763,0,0,0,0,1,0
1.035019919122901,-0.5629494001568217,-0.538688226783965,0,1,0,0,0,0
-1.2818176161991235,1.489114417145745,1.3176917417384368,0,1,0,0,0,0
0.009222410627938084,0.6438070228703149,0.6499557550110695,0,0,0,0,0,1
-0.402089700482991,2.1793445127482376,2.2680640194252595,0,0,0,0,1,0
-0.5220902157970451,-0.6886541892258614,-0.6651529062972081,0,0,1,0,0,0
0.3054995449895328,-0.11897078344489456,-0.010880488740619258,0,0,0,0,0,1
1.3590213104708466,0.23187548574247804,0.3020932225122545,0,1,0,0,0,0
-0.5100901642656394,-0.943406979839181,-0.8477524180433705,0,1,0,0,0,0
-0.39712416191827193,-1.1212181233437535,-1.1054642016928264,0,0,0,1,0,0
-0.7178151942230708,1.6990204004126257,1.8637521146801337,0,0,0,1,0,0
0.33405139173666965,-0.10106071661324949,0.08390183841415634,0,0,0,0,1,0
-0.26305462067084595,0.01203538540631189,-0.008993415185046228,0,0,0,1,0,0
0.129636720822385,-0.03992768849456769,0.003929922654128908,0,0,0,0,1,0
0.06632610412221177,-0.9744988558589168,-0.972808126839424,0,0,0,1,0,0
0.5330867292058417,-0.2915283073455178,-0.08287723296389274,0,0,0,0,1,0
-0.6731253471405957,2.0564575741940434,1.844558913098438,0,0,0,1,0,0
-0.40746903392810413,-0.149298496613147,0.06804007825083865,0,0,0,1,0,0
-1.087747817294671,-0.575367046493429,-0.6877442411104797,0,0,0,1,0,0
-1.0567132012651743,-0.21000168312786932,-0.3155758093063904,0,1,0,0,0,0
2.4845433851405923,1.7814544680164108,1.3027738995032394,0,0,1,0,0,0
-0.010225948750546448,0.05778963613888792,0.08580320164826225,0,0,1,0,0,0
0.9675713536187951,-0.5743640827508569,-0.640057657257889,0,0,0,0,1,0
-0.6731253471405957,-0.5242636558004684,-0.49019674520383566,0,0,0,1,0,0
-0.17698528554904192,0.9232040654439783,0.6513317774416074,0,1,0,0,0,0
-0.7517463744153202,0.04532422962406288,0.29914736417182103,0,0,0,0,0,1
1.4376423377455712,-0.46408583124614095,-0.43922702367134586,0,0,0,0,1,0
0.2732235443188562,0.2484482675840271,0.3863447081680783,0,1,0,0,0,0
-0.368986110051528,0.6934776082167441,0.8674761763593227,0,0,0,1,0,0
0.5533626783451127,-1.1665902926505876,-1.1517357350113135,0,0,1,0,0,0
-1.3521627458659826,-1.0575538057795324,-1.0489613606150296,0,0,1,0,0,0
1.188124024868418,-0.8217140457404299,-0.8370526165656651,0,0,0,0,1,0
-0.23905451760803526,-0.4019020792066692,-0.29022224006809916,0,0,1,0,0,0
0.39322405963291024,1.1326324469286815,0.8319269640456798,0,1,0,0,0,0
-0.2762960568434315,-0.580143064315201,-0.6574673186665082,0,0,1,0,0,0
0.4205345217388672,-1.1745184822347292,-1.1539542682608188,0,0,0,1,0,0
-2.005958656887379,-0.2535589656624302,-0.21401984416656678,0,1,0,0,0,0
-1.875613269563493,-0.5847280414241022,-0.5144213856928639,0,0,0,0,1,0
0.1614989266126681,-1.0466644851458922,-1.033435006711414,0,0,0,1,0,0
-0.3338135452180987,-0.9274550803144624,-0.9163563491807933,0,1,0,0,0,0
-0.8676089409254413,0.6453831087514996,0.5564083864190503,0,0,0,1,0,0
1.174054998935046,-0.20317197764273542,-0.2769995550389132,0,0,0,1,0,0
1.8427475256506014,0.8759214890084353,0.9382927056976482,0,0,0,1,0,0
0.3472928279092552,1.6541735930661858,1.2527112050683826,0,1,0,0,0,0
0.25253380029919176,-0.785511830651398,-0.8042736635398542,0,0,0,0,0,1
0.2893615446541945,0.4455067629103407,0.2740060176193337,0,0,0,0,1,0
-0.5299523185245174,0.14055802499019698,0.2276999313062842,0,0,0,0,1,0
-0.15546795176859107,1.6330635942939538,1.3856025649918982,0,0,0,0,1,0
-1.8776822439654595,-0.3941171701571808,-0.43118437863332815,0,0,0,0,1,0
1.2464691030038715,-1.1786736177396708,-1.1625687478954865,0,0,1,0,0,0
-0.6027802174737364,0.8802676652262477,0.7039906156609842,0,0,0,0,0,1
-0.6325734488620532,-0.6402731286913108,-0.7025688598864338,0,0,0,1,0,0
-0.6325734488620532,-0.21000168312786932,-0.4084571342496267,0,0,0,1,0,0
-0.7620912464251525,0.29850093435619773,0.26767593960660074,0,0,0,1,0,0
-0.5684352424010936,-0.931801256532275,-0.8939108470509148,0,0,0,0,1,0
-1.9149237832008554,-0.4485637733253819,-0.4633880288719043,0,1,0,0,0,0
0.3212237504444776,-0.21000168312786932,-0.18360692678287555,0,0,1,0,0,0
0.36798257192891964,-0.5887876565726083,-0.5970347530543526,0,0,0,1,0,0
-0.11532984837044209,-1.0351542821954216,-1.0453837513550106,0,0,0,0,0,1
0.056395026992773045,-0.558459943404356,-0.5516094824435883,0,0,0,0,0,1
-0.03381225693296422,1.0919407750871837,0.7070098332100153,0,0,0,0,0,1
0.7242599639475413,-0.21000168312786932,-0.12503250298901594,0,1,0,0,0,0
1.5042633134888908,0.06438054073293328,0.20805268304979369,0,1,0,0,0,0
-1.204024178685185,-0.9438368214431405,-0.9385985175097582,0,0,0,0,0,1
1.9565411177587557,-1.0962395501358857,-1.0690744901796858,0,0,1,0,0,0
1.4438492609514708,1.8376204376004497,1.5368636752070668,0,1,0,0,0,0
-0.28995128789640995,-0.6230317043547139,-0.6698945114320456,0,0,0,0,1,0
0.3162582118797585,-0.5818146705528213,-0.5903888328463699,0,0,0,1,0,0
1.3594351053512397,1.810779217442091,1.6164079972405505,0,0,1,0,0,0
0.702328835286697,0.5629012809694969,0.43683683879412943,0,0,0,0,1,0
0.609224987198207,0.822859931008548,0.8005018766272313,0,0,0,0,1,0
1.1529514600349886,0.4417814690093584,0.5193016635954648,0,0,0,1,0,0
-1.553267057737121,-1.0395482185914517,-0.9951389572589784,0,0,0,0,0,1
-0.1413989258352191,2.236656726609502,2.27784163024768,0,1,0,0,0,0
1.8464716795741412,1.1351159761960028,1.236756712333796,0,0,0,1,0,0
0.7118461175357428,-0.21000168312786932,-0.33590042864691044,0,0,0,0,1,0
-0.5229178055578314,0.4497574187717177,0.33309502693995446,0,0,0,1,0,0
-0.06112271903892115,-0.9403980886114647,-0.9556976823738776,0,0,0,0,0,1
-0.5729869860854198,-1.0058295327697413,-0.9992553215392033,0,0,0,0,0,1
-0.7480222204917805,-0.0990547891281053,0.028681807133386562,0,0,1,0,0,0
0.5798455506902832,-0.7997921239384963,-0.8030931584639495,0,0,0,0,1,0
0.4478449838448241,-0.21000168312786932,-0.19724754602254144,0,0,0,0,1,0
1.1053650487897602,0.37993203821741073,0.5033791496181814,0,0,0,0,1,0
0.24963723613643904,1.8036151907094329,1.6097550739554258,0,0,0,1,0,0
0.5210866776744366,2.0060228259961312,2.286499036289756,0,0,0,0,0,1
1.2588829494156708,-0.4914524133648946,-0.37768240118976326,0,0,0,1,0,0
0.6592941677257947,1.4603627898586777,1.1994963994640382,0,0,0,0,1,0
1.4008145933905685,-0.21000168312786932,-0.12503250298901594,0,0,0,1,0,0
0.28522359585026186,1.640036580313741,1.5272471534246383,0,0,0,1,0,0
-1.4671977226153168,0.35791459605904163,0.36627510613333847,0,0,0,1,0,0
0.8877089417028906,-0.18144109655367266,-0.26870685043371545,0,0,0,0,1,0
1.7699196267013824,-0.21000168312786932,-0.30504170781892587,0,1,0,0,0,0
-0.7985051958997617,1.1126686924336744,1.3585527869332592,0,0,0,0,1,0
0.20577497881475032,-0.9384399213045381,-0.9127454547654438,0,0,0,0,1,0
-0.22995103023938296,0.9666658276221037,0.6453638179192932,0,0,0,0,1,0
-0.24650282545511473,2.3468394577577825,2.3886904203833383,0,0,0,0,1,0
-0.4281587779477686,-1.0078354602548856,-0.988908962578254,0,0,1,0,0,0
1.6437121881814292,0.7600552966522461,0.713446637290242,0,0,0,0,0,1
-0.8456778122645967,-0.6792454341169705,-0.6628610400458803,0,0,1,0,0,0
1.0643993556308249,0.27777301700970725,0.3495874914271499,0,1,0,0,0,0
1.181089511901732,0.09002775643584907,-0.08022154252784217,0,1,0,0,0,0
0.622052628490399,2.400187576826976,2.3927482479075874,0,0,1,0,0,0
1.7016434714364894,0.8827511944935693,1.2935608982426197,0,0,0,0,1,0
-0.1587783108117373,-0.08601626047466772,-0.3301509847022769,0,0,0,0,0,1
2.270197637096868,2.5614259384899993,2.1431172292835385,0,0,1,0,0,0
-2.378374049241339,1.515430275343709,1.4429902377211676,0,0,0,1,0,0
2.311163330255804,1.4344290130864552,1.4344611779181788,0,0,0,1,0,0
-1.1870585885890603,2.4047247937576595,2.397250363116974,0,0,0,0,1,0
-0.09464010435077765,-1.0994872422546906,-1.0658566277260424,0,0,0,1,0,0
-0.4385036499576008,0.056261310435920905,-0.042098139687718854,0,0,0,0,1,0
-0.27795123636500435,-0.2944416782167987,-0.3049899556482006,0,0,0,0,1,0
0.0030154874220385147,-0.23349969081098773,-0.24613198687291854,0,0,0,0,1,0
1.0085370467777304,-0.31712776287021577,-0.35968762972918444,0,0,0,0,0,1
0.482189958917467,1.4034326574231548,1.7216217613537075,0,0,1,0,0,0
-0.0007086665015012264,-0.650493806829903,-0.594255355320313,0,0,0,1,0,0
-0.4591933939772653,-0.3095816547118161,-0.2837888632513833,0,0,0,1,0,0
-0.1736749265058957,-0.8788352188888233,-0.881321168104887,0,0,0,0,1,0
0.2810856470463286,0.34769391792044957,0.3353834231525205,0,0,0,1,0,0
-0.7434704768074544,-1.021590391581589,-0.9838044112188401,0,0,0,0,1,0
0.6034318588727009,-0.9017123442551113,-0.8752754411984609,0,0,0,1,0,0
1.8021956273720583,-0.12398560215775524,-0.06614798215463967,0,0,0,0,1,0
-1.8793374234870326,-1.0053041708093464,-0.9837170495999445,0,1,0,0,0,0
0.6319837056198377,1.4820936709477401,1.6774283487127648,0,0,0,1,0,0
-0.7964362214977954,-0.586972769800335,-0.5265912120263062,0,0,0,0,1,0
-0.4310553421105213,-1.1622918766109929,-1.142673167967839,0,0,1,0,0,0
0.7470186823691721,0.04417798534683755,-0.13162026221022663,0,0,0,0,1,0
1.4715735179378213,1.0219721139982236,0.8838767907263847,0,0,0,1,0,0
-1.2747831032324375,-0.5696358251073026,-0.6158547447544317,0,0,0,0,1,0
0.17308518326368022,0.39435561203916214,0.24620641407545693,0,0,0,0,1,0
-0.7372635536015554,1.9731638233823396,2.10395956004417,0,0,0,0,1,0
-0.6921599116386867,0.37596794342534,0.32246927572134776,0,0,0,1,0,0
-0.7165738095818909,1.5841094116207906,1.5456544577844746,0,0,0,1,0,0
-2.1996146609114384,-1.0721684203141548,-1.0561209615547,0,0,0,0,0,1
1.3296418739629228,-1.1809183461159036,-1.1598505535247068,0,0,0,1,0,0
-1.7878887549201157,-0.9198612119778449,-0.9090221665512715,0,0,0,0,1,0
0.14080918259300365,0.22671738649496434,0.18021927126966153,0,0,0,0,1,0
-0.3354687247396715,1.9061562933428784,1.7049805825765147,0,0,0,0,0,1
-0.35657226363972944,0.23560077964346038,0.24490755822557575,0,0,0,1,0,0
-0.921816070256962,0.363502536910515,0.7398992616660943,0,0,0,1,0,0
-0.38719308478883263,-1.042748150532039,-0.9988181294376093,0,0,0,1,0,0
2.3314392793950756,0.366559188316449,0.5140371444029941,0,0,0,0,1,0
0.7850878113653548,-0.3318378977612737,-0.38355113219620895,0,1,0,0,0,0
-0.08057107841740568,0.3102976983759747,0.25987927376260583,0,0,0,1,0,0
-1.4465079785956523,-0.6341598258794425,-0.549047567552603,0,0,0,1,0,0
-0.4972625229734479,0.048237600495343876,0.15005022091376216,0,0,0,0,1,0
-0.022226000281952086,-0.40920938647398036,-0.4451998703539915,0,0,0,1,0,0
-0.8771262231744869,-0.02789212358370214,0.016208782756703392,0,1,0,0,0,0
0.22563713307362834,-0.9718242858787246,-0.9827972565552868,0,0,0,0,1,0
-0.13808856679207288,-0.4777930023946267,-0.34925204434765994,0,0,0,0,1,0
0.8417777099792355,-0.5279889497014506,-0.563402386432214,0,0,0,1,0,0
-0.8034707344644814,0.7105757520186878,0.5289901503325266,0,0,0,0,0,1
0.5070176517410647,0.5562148560190162,0.5630412361267131,0,0,0,1,0,0
0.6030180639923074,2.232262790213472,2.423542578575479,0,0,0,0,1,0
0.29267190369734075,0.23278292912861473,0.3466323635363505,0,0,0,1,0,0
-0.24484764593354133,-0.658660797305133,-0.6194240908978798,0,0,0,1,0,0
0.6895011939945049,0.9908324778002702,1.188953373285561,0,1,0,0,0,0
-0.6135388843639616,-0.21520754255360083,-0.09879626715904542,0,0,0,1,0,0
-1.9289928091342272,-0.8916827068293901,-0.9072091530051029,0,0,0,0,1,0
0.0357052829731086,-0.9960864564133264,-0.9949364655066096,0,0,0,1,0,0
-0.8477467866665636,-0.9186672075224018,-0.8884759118892329,0,0,1,0,0,0
-0.09422630947038414,0.8375700658996058,0.46036352181449913,0,0,0,0,1,0
-1.8925788596596178,0.9068700844935178,0.9109836557826266,0,0,0,0,1,0
0.6431561673904564,-0.21000168312786932,-0.004042709578748724,0,0,1,0,0,0
0.6175008848060729,-0.7023136001961294,-0.6333969578286645,0,0,0,0,1,0
-0.021398410521165673,1.6863161930067117,1.6843996580687224,0,0,0,0,0,1
1.3180556173119107,0.6378370005930999,0.4844840647915692,0,0,0,0,1,0
-0.9441609937981995,1.3729139035420317,1.2408092930320491,0,0,0,1,0,0
0.41184482925060834,0.04178997643595154,-0.06907972714938636,0,0,0,1,0,0
-0.443055393641927,-1.0337692370271077,-1.0309117374966463,0,0,0,0,1,0
-0.16084728521370364,0.5784710990684736,0.4934630919816569,0,0,0,0,0,1
-0.0743641552115061,0.4804194531874942,0.2524621911775484,0,0,0,1,0,0
0.28398221120908196,-0.6629592133447278,-0.6871568652417953,0,0,0,1,0,0
