Customer_ID,Age,Gender,Country,Marital_Status,Language_Preference,Signup_Source,Signup_Date,Last_Login,Total_Logins,Time_Spent_Minutes,Device_Type,Preferred_Browser,Is_Active,Total_Orders,Average_Order_Value,Payment_Method,Last_Purchase_Date,Has_Premium_Membership,Abandoned_Carts,Used_Discount_Code,Campaign_Engagement_Level,Support_Tickets_Raised,Last_Support_Interaction,Customer_Satisfaction_Score,Feedback_Comment_Length,Submitted_Review,Category_Tag_1,Category_Tag_2,Category_Tag_3,Category_Tag_4,Category_Tag_5,Category_Tag_6,Category_Tag_7,Category_Tag_8,Category_Tag_9,Category_Tag_10,Total_Spend
CUST_100016,20,Female,Canada,Married,ZH,Email,2021-07-11,2023-09-24,82,228,Mobile,Edge,FALSE,5,113.34,PayPal,2024-08-28,FALSE,6,nan,Low,2,2023-06-11,3.7,271,TRUE,Tag_3,Tag_4,Tag_1,Tag_5,Tag_2,Tag_3,Tag_2,Tag_2,Tag_1,Tag_4,566.7
CUST_100017,39,Female,India,Widowed,ES,Ad Campaign,2022-02-19,2025-03-04,83,445.5,Mobile,Chrome,TRUE,6,100.5,Credit Card,2023-02-10,FALSE,2,FREESHIP,High,2,2023-12-13,2.1,241,FALSE,Tag_3,nan,Tag_2,Tag_5,Tag_2,Tag_3,Tag_2,Tag_5,Tag_4,Tag_3,603
CUST_100018,19,Non-Binary,Australia,Widowed,ES,Social Media,2019-07-15,2024-03-07,63,89.46,Desktop,Safari,TRUE,5,68.03,Credit Card,2023-07-29,TRUE,5,SAVE20,High,0,2023-09-18,1.8,35,TRUE,Tag_4,Tag_3,nan,Tag_6,Tag_1,Tag_3,Tag_5,Tag_1,Tag_1,Tag_2,340.15
CUST_100019,41,Prefer Not to Say,UK,Widowed,ZH,Organic Search,2021-10-07,2023-01-19,93,411.86,Desktop,Chrome,TRUE,6,,Crypto,2024-10-06,FALSE,1,SAVE20,Low,1,2023-08-15,1.7,179,TRUE,Tag_2,Tag_2,Tag_4,Tag_4,Tag_4,Tag_2,Tag_1,Tag_5,Tag_4,Tag_5,
CUST_100020,61,Non-Binary,USA,Single,FR,Email,2022-01-05,2023-12-05,78,251.22,Desktop,Edge,TRUE,4,65.61,Crypto,2023-11-24,FALSE,3,FREESHIP,None,2,2025-04-22,4.6,7,FALSE,nan,Tag_1,Tag_3,Tag_1,Tag_1,Tag_2,Tag_3,Tag_5,Tag_3,Tag_3,262.44
CUST_100021,47,Male,India,Widowed,ES,Referral,2019-09-27,2023-05-20,64,165.57,Tablet,Safari,TRUE,5,87.58,PayPal,2024-01-17,FALSE,0,nan,None,1,2025-02-25,3.1,81,TRUE,Tag_3,Tag_6,Tag_3,Tag_4,Tag_4,Tag_3,Tag_3,Tag_5,Tag_1,Tag_2,437.9
CUST_100022,55,Non-Binary,UK,Widowed,EN,Email,2019-04-04,2023-03-08,65,1058.74,Mobile,Safari,TRUE,4,72.18,Crypto,2025-01-13,TRUE,0,nan,High,2,2024-10-15,3.1,410,FALSE,Tag_3,Tag_3,Tag_3,Tag_1,Tag_1,Tag_3,Tag_1,Tag_6,Tag_1,Tag_5,288.72
CUST_100023,19,Male,Germany,Single,ES,Email,2018-01-25,2025-04-03,61,204.27,Desktop,Edge,TRUE,11,55.35,Bank Transfer,2025-01-19,FALSE,3,SAVE20,None,2,2024-01-03,2.9,269,TRUE,Tag_6,Tag_5,Tag_2,Tag_1,Tag_1,Tag_3,Tag_1,Tag_1,Tag_1,Tag_1,608.85
CUST_100024,38,Prefer Not to Say,India,Married,ZH,Email,2021-02-28,2024-06-13,72,321.41,Desktop,Chrome,TRUE,6,78.7,Crypto,2023-11-21,FALSE,2,None,None,0,2025-04-09,3.7,9,TRUE,Tag_2,Tag_1,nan,Tag_3,Tag_2,Tag_1,Tag_2,Tag_6,Tag_3,Tag_4,472.2
CUST_100025,50,Non-Binary,UK,Widowed,EN,Email,2019-01-05,2024-01-04,68,4.64,Desktop,Safari,FALSE,3,42.05,Credit Card,2023-03-22,FALSE,1,None,Medium,4,2023-02-03,3.2,135,FALSE,Tag_4,nan,Tag_3,Tag_4,Tag_4,Tag_1,Tag_2,Tag_4,Tag_3,Tag_1,126.15
CUST_100026,29,Non-Binary,India,Divorced,ES,Organic Search,2021-12-30,2023-09-18,70,107.63,Desktop,Safari,TRUE,6,98.74,PayPal,2024-05-01,FALSE,5,FREESHIP,High,1,2023-11-30,3.6,67,FALSE,Tag_6,Tag_1,Tag_3,Tag_4,Tag_2,Tag_1,Tag_2,Tag_1,Tag_2,Tag_3,592.44
CUST_100027,39,Prefer Not to Say,Canada,Widowed,ZH,Referral,2021-06-01,2024-09-15,79,658.64,Tablet,Edge,FALSE,0,137.2,Bank Transfer,2023-02-08,TRUE,3,WELCOME10,High,3,2024-10-15,4.7,129,FALSE,Tag_4,Tag_4,Tag_2,Tag_1,Tag_3,Tag_1,Tag_5,Tag_4,Tag_3,Tag_1,0
CUST_100028,61,Male,Australia,Widowed,FR,Email,2020-10-08,2024-09-18,76,426.84,Mobile,Safari,TRUE,4,,Crypto,2025-01-15,FALSE,1,None,None,4,2024-04-13,4,114,FALSE,nan,nan,Tag_1,Tag_3,Tag_3,Tag_2,Tag_3,Tag_3,Tag_4,Tag_3,
CUST_100029,42,Non-Binary,UK,Single,ZH,Organic Search,2019-09-03,2024-11-08,69,230.85,Mobile,Chrome,FALSE,9,117.25,PayPal,2025-03-10,FALSE,5,FREESHIP,nan,1,2025-04-25,2,174,FALSE,Tag_3,Tag_4,Tag_2,Tag_4,Tag_3,Tag_3,Tag_1,Tag_2,Tag_2,Tag_5,1055.25
CUST_100030,66,Male,Australia,Divorced,FR,Social Media,2021-10-07,2024-08-01,80,691.26,Mobile,Safari,TRUE,3,68.4,Crypto,2025-05-03,FALSE,1,WELCOME10,Low,0,2023-03-09,2.2,27,FALSE,Tag_1,Tag_3,Tag_1,Tag_2,Tag_2,Tag_3,Tag_3,Tag_6,Tag_2,Tag_5,205.2
CUST_100031,44,Non-Binary,Canada,Married,EN,Email,2022-12-31,2025-02-05,77,199.79,Desktop,Firefox,TRUE,5,75.91,PayPal,2025-04-23,FALSE,0,FREESHIP,Medium,0,2023-07-30,4.2,8,TRUE,Tag_5,Tag_1,Tag_4,Tag_1,Tag_1,Tag_3,Tag_3,Tag_6,Tag_2,Tag_4,379.55
CUST_100032,59,Female,Canada,Married,ZH,Organic Search,2022-02-17,2024-08-04,64,250.76,Tablet,Safari,TRUE,2,54.96,Bank Transfer,2023-06-27,TRUE,1,None,None,0,2024-11-06,3.1,34,FALSE,Tag_5,Tag_5,Tag_1,Tag_5,Tag_4,Tag_1,Tag_2,Tag_1,Tag_1,Tag_3,109.92
CUST_100033,45,Non-Binary,Australia,Divorced,DE,Ad Campaign,2021-05-05,2025-03-30,70,144.45,Tablet,Firefox,TRUE,6,99.57,Crypto,2023-03-29,FALSE,3,FREESHIP,Medium,2,2024-01-05,1.5,183,FALSE,Tag_1,Tag_3,Tag_1,Tag_4,Tag_2,Tag_2,Tag_4,Tag_4,Tag_2,Tag_3,597.42
CUST_100034,33,Prefer Not to Say,UK,Widowed,DE,Social Media,2018-04-19,2023-07-22,71,290.31,Tablet,Chrome,FALSE,3,110.81,Credit Card,2023-11-01,TRUE,2,SAVE20,High,1,2023-12-04,1.3,19,TRUE,Tag_2,Tag_2,Tag_4,nan,Tag_1,Tag_1,Tag_3,Tag_6,Tag_3,Tag_2,332.43
CUST_100035,32,Prefer Not to Say,Australia,Single,DE,Referral,2021-05-28,2024-09-30,74,115.26,Mobile,Firefox,TRUE,8,69.15,Bank Transfer,2024-10-18,FALSE,2,FREESHIP,nan,1,2023-08-03,1.7,370,TRUE,Tag_2,Tag_4,Tag_2,Tag_3,nan,Tag_2,Tag_4,Tag_6,Tag_2,Tag_4,553.2
CUST_100036,64,Male,Australia,Divorced,DE,Email,2022-12-05,2024-02-14,71,146.08,Mobile,Safari,TRUE,8,90.06,Crypto,2024-03-30,FALSE,5,None,Low,0,2025-02-05,2.8,60,TRUE,Tag_5,nan,Tag_3,Tag_3,Tag_2,Tag_2,Tag_1,Tag_5,Tag_1,Tag_5,720.48
CUST_100037,68,Non-Binary,USA,Divorced,DE,Email,2019-12-21,2025-04-12,68,1017.31,Tablet,Safari,FALSE,7,47.58,Bank Transfer,2024-05-10,FALSE,3,WELCOME10,nan,1,2024-08-17,1.2,494,TRUE,Tag_1,Tag_6,Tag_2,Tag_6,Tag_1,Tag_2,Tag_6,Tag_2,Tag_4,Tag_1,333.06
CUST_100038,61,Male,UK,Married,FR,Organic Search,2021-09-04,2023-03-21,76,35.4,Desktop,Edge,TRUE,2,80.61,Crypto,2024-04-09,TRUE,1,None,Low,2,2023-01-28,1.4,45,TRUE,Tag_4,Tag_1,Tag_3,Tag_6,nan,Tag_1,Tag_5,Tag_1,Tag_3,Tag_2,161.22
CUST_100039,69,Male,USA,Single,ZH,Referral,2021-01-10,2024-11-18,74,33.37,Mobile,Edge,TRUE,2,63.68,Crypto,2023-10-03,TRUE,2,nan,None,3,2024-12-05,3.9,25,FALSE,Tag_2,nan,Tag_2,Tag_6,Tag_4,Tag_1,Tag_1,Tag_4,Tag_1,Tag_1,127.36
CUST_100040,20,Female,India,Divorced,EN,Ad Campaign,2022-04-10,2023-04-23,80,13.28,Mobile,Safari,TRUE,4,88.14,Crypto,2024-04-19,FALSE,1,FREESHIP,None,1,2025-02-25,4.7,372,FALSE,Tag_4,Tag_4,Tag_1,Tag_1,Tag_1,Tag_3,Tag_3,Tag_2,Tag_2,Tag_1,352.56
CUST_100041,54,Female,Australia,Single,DE,Social Media,2022-09-18,2024-09-14,69,115.72,Desktop,Safari,TRUE,5,99.73,Bank Transfer,2023-10-28,TRUE,0,None,None,0,2024-08-28,1.2,101,FALSE,Tag_3,Tag_3,Tag_2,Tag_3,Tag_4,Tag_2,Tag_5,Tag_4,Tag_2,Tag_1,498.65
CUST_100042,68,Prefer Not to Say,India,Widowed,DE,Referral,2019-03-08,2025-03-31,52,152.36,Desktop,Safari,TRUE,7,61.08,Bank Transfer,2024-04-02,FALSE,2,nan,Low,2,2024-03-12,1.8,104,FALSE,Tag_5,Tag_2,Tag_2,Tag_2,nan,Tag_2,Tag_5,Tag_5,Tag_2,Tag_4,427.56
CUST_100043,24,Male,UK,Married,EN,Email,2020-10-28,2023-05-17,83,29.79,Mobile,Safari,FALSE,1,,Credit Card,2023-09-02,TRUE,2,FREESHIP,Medium,2,2025-03-13,1.5,353,TRUE,Tag_6,Tag_2,Tag_4,Tag_3,Tag_1,Tag_2,Tag_5,Tag_1,Tag_2,Tag_5,
CUST_100044,38,Prefer Not to Say,Australia,Widowed,EN,Organic Search,2019-09-28,2024-10-06,67,238.97,Desktop,Chrome,TRUE,4,82.67,PayPal,2023-05-04,FALSE,1,None,Medium,1,2024-04-29,3.3,231,TRUE,Tag_4,Tag_3,Tag_3,Tag_3,Tag_2,Tag_3,Tag_3,Tag_4,Tag_1,Tag_2,330.68
CUST_100045,26,Non-Binary,India,Single,DE,Ad Campaign,2021-03-18,2025-04-19,84,262.62,Desktop,Safari,TRUE,3,83.3,Credit Card,2023-05-16,FALSE,0,WELCOME10,Medium,0,2025-01-26,4.2,93,FALSE,Tag_4,Tag_4,Tag_2,Tag_2,Tag_2,Tag_1,Tag_2,Tag_5,Tag_3,Tag_1,249.9
CUST_100046,56,Male,Germany,Widowed,FR,Organic Search,2021-01-26,2023-07-08,71,,Desktop,Firefox,FALSE,10,81.86,Credit Card,2023-09-08,FALSE,1,nan,High,1,2023-07-11,2.7,61,FALSE,Tag_3,Tag_1,Tag_4,Tag_2,Tag_1,Tag_2,Tag_2,Tag_6,Tag_1,Tag_4,818.6
CUST_100047,35,Male,Canada,Married,EN,Social Media,2022-10-18,2023-10-04,76,1118.51,Desktop,Edge,FALSE,9,53.25,PayPal,2023-02-13,FALSE,2,FREESHIP,None,2,2024-08-05,1.1,438,FALSE,Tag_4,Tag_6,Tag_3,Tag_6,Tag_4,Tag_3,Tag_5,Tag_4,Tag_4,Tag_5,479.25
CUST_100048,21,Non-Binary,Australia,Single,ZH,Referral,2021-01-29,2025-01-06,88,289.76,Desktop,Firefox,TRUE,8,53.59,Bank Transfer,2023-11-14,TRUE,1,FREESHIP,None,1,2025-02-13,2.5,439,FALSE,Tag_4,Tag_1,nan,Tag_1,Tag_3,Tag_3,Tag_5,Tag_5,Tag_4,Tag_5,428.72
CUST_100049,42,Non-Binary,Canada,Divorced,ZH,Organic Search,2022-10-20,2023-04-13,81,35.52,Tablet,Firefox,TRUE,6,90.93,Credit Card,2023-04-18,FALSE,3,nan,High,2,2025-05-25,1.7,174,TRUE,Tag_2,Tag_4,Tag_3,Tag_1,Tag_3,Tag_1,Tag_6,Tag_3,Tag_2,Tag_5,545.58
CUST_100050,31,Prefer Not to Say,USA,Widowed,FR,Organic Search,2019-01-02,2023-04-17,78,27.81,Mobile,Chrome,TRUE,7,39.47,Crypto,2023-12-05,FALSE,1,WELCOME10,Low,2,2024-10-06,2.1,59,TRUE,Tag_1,Tag_2,Tag_3,Tag_2,Tag_4,Tag_2,Tag_3,Tag_2,Tag_1,Tag_5,276.29
CUST_100051,67,Prefer Not to Say,India,Married,ES,Email,2022-01-25,2024-07-28,74,,Tablet,Firefox,FALSE,6,,Credit Card,2023-03-24,FALSE,1,SAVE20,Medium,4,2024-12-11,1.4,321,TRUE,Tag_4,Tag_3,Tag_4,Tag_1,Tag_2,Tag_2,Tag_3,Tag_5,Tag_2,Tag_3,
CUST_100052,26,Non-Binary,USA,Divorced,FR,Organic Search,2020-07-13,2025-01-26,84,315.23,Tablet,Firefox,FALSE,7,127.68,PayPal,2025-02-28,TRUE,1,SAVE20,nan,2,2024-07-18,2.5,277,FALSE,Tag_1,Tag_6,Tag_1,Tag_6,Tag_2,Tag_2,Tag_5,Tag_6,Tag_1,Tag_4,893.76
CUST_100053,43,Prefer Not to Say,Australia,Married,DE,Ad Campaign,2019-02-18,2023-06-22,77,52.99,Tablet,Firefox,TRUE,6,70.83,Bank Transfer,2024-02-23,FALSE,2,SAVE20,Medium,0,2024-03-13,3.2,278,FALSE,Tag_4,Tag_2,Tag_2,Tag_1,Tag_1,Tag_2,Tag_3,Tag_2,Tag_1,Tag_4,424.98
CUST_100054,19,Non-Binary,Canada,Single,ES,Referral,2021-07-06,2025-04-24,63,87.65,Mobile,Edge,FALSE,6,48.34,PayPal,2024-02-16,FALSE,4,nan,Low,0,2025-01-06,4.1,317,FALSE,Tag_4,Tag_3,Tag_2,Tag_2,Tag_2,Tag_1,Tag_3,Tag_5,Tag_4,Tag_4,290.04
CUST_100055,37,Male,Canada,Single,DE,Social Media,2018-12-22,2023-11-27,62,416.18,Mobile,Chrome,TRUE,4,52.35,Crypto,2024-11-03,TRUE,0,SAVE20,Low,2,2023-02-14,2.5,114,TRUE,Tag_2,Tag_5,Tag_4,Tag_4,Tag_4,Tag_2,Tag_5,Tag_3,Tag_4,Tag_5,209.4
CUST_100056,45,Male,India,Widowed,ZH,Organic Search,2018-01-11,2024-12-22,59,,Mobile,Firefox,FALSE,10,114.85,Crypto,2023-09-19,FALSE,0,None,High,2,2023-10-17,1,267,FALSE,Tag_5,Tag_1,Tag_1,Tag_5,Tag_3,Tag_3,Tag_6,Tag_5,Tag_3,Tag_2,1148.5
CUST_100057,64,Female,Australia,Married,EN,Ad Campaign,2021-12-10,2023-07-10,73,263.84,Tablet,Firefox,FALSE,6,66.82,Bank Transfer,2023-04-07,TRUE,0,SAVE20,Medium,2,2023-11-08,3.7,267,FALSE,Tag_3,Tag_1,Tag_1,Tag_3,nan,Tag_1,Tag_4,Tag_4,Tag_1,Tag_3,400.92
CUST_100058,24,Male,Germany,Married,DE,Social Media,2022-05-14,2024-10-31,77,70.72,Mobile,Chrome,FALSE,9,,Credit Card,2025-03-28,TRUE,0,SAVE20,Low,1,2024-06-16,3.8,247,FALSE,Tag_4,Tag_3,Tag_2,Tag_6,Tag_3,Tag_2,Tag_3,Tag_6,Tag_2,Tag_1,
CUST_100059,61,Non-Binary,Germany,Married,ZH,Ad Campaign,2021-06-27,2025-04-10,55,297.51,Tablet,Safari,FALSE,6,72.72,Bank Transfer,2023-03-02,FALSE,1,None,Low,3,2024-03-31,1.5,260,FALSE,Tag_4,Tag_4,Tag_1,Tag_2,Tag_3,Tag_3,Tag_4,Tag_2,Tag_2,Tag_2,436.32
CUST_100060,25,Prefer Not to Say,India,Single,FR,Organic Search,2022-08-03,2023-08-13,58,441.72,Desktop,Firefox,TRUE,4,47.41,Bank Transfer,2024-07-15,FALSE,2,FREESHIP,None,4,2023-10-06,2.9,473,FALSE,Tag_2,Tag_1,Tag_4,Tag_6,Tag_1,Tag_1,Tag_3,Tag_1,Tag_3,Tag_4,189.64
CUST_100061,64,Female,Australia,Widowed,DE,Organic Search,2022-04-23,2024-11-14,75,649.51,Mobile,Edge,TRUE,5,45.81,Credit Card,2023-03-17,FALSE,2,FREESHIP,Medium,1,2023-12-20,1.2,111,FALSE,nan,Tag_3,Tag_2,Tag_2,Tag_3,Tag_2,Tag_1,Tag_4,Tag_4,Tag_1,229.05
CUST_100062,52,Prefer Not to Say,India,Married,ZH,Referral,2021-02-19,2023-11-19,83,400.36,Desktop,Edge,TRUE,6,95.15,Credit Card,2024-11-07,TRUE,1,WELCOME10,High,2,2024-08-21,3.5,307,FALSE,Tag_3,Tag_3,Tag_4,Tag_4,Tag_2,Tag_1,Tag_2,Tag_5,Tag_3,Tag_1,570.9
CUST_100063,31,Non-Binary,Australia,Married,EN,Email,2018-03-06,2024-05-22,78,257.67,Tablet,Safari,FALSE,8,54.28,Credit Card,2024-01-07,FALSE,3,None,None,1,2025-03-14,4.6,53,FALSE,Tag_2,Tag_2,nan,Tag_5,Tag_2,Tag_3,Tag_5,Tag_6,Tag_3,Tag_4,434.24
CUST_100064,34,Male,USA,Divorced,DE,Ad Campaign,2022-08-09,2024-07-01,73,335.58,Mobile,Firefox,FALSE,12,,Credit Card,2023-08-16,TRUE,1,FREESHIP,Low,2,2023-09-23,2.6,149,TRUE,Tag_3,Tag_1,nan,Tag_1,Tag_4,Tag_1,Tag_2,Tag_4,Tag_2,Tag_5,
CUST_100065,53,Female,India,Married,ZH,Email,2021-08-18,2023-05-14,72,,Mobile,Chrome,TRUE,9,46.93,Credit Card,2024-12-07,FALSE,3,None,Low,1,2024-11-08,2.9,445,FALSE,Tag_2,Tag_1,Tag_1,Tag_2,Tag_1,Tag_3,Tag_2,Tag_4,Tag_4,Tag_3,422.37
CUST_100066,67,Non-Binary,Australia,Widowed,DE,Email,2018-05-05,2023-02-06,68,77.2,Desktop,Safari,TRUE,5,,Credit Card,2025-05-17,FALSE,1,None,None,1,2023-04-11,4.8,168,FALSE,Tag_2,Tag_4,Tag_1,Tag_3,Tag_1,Tag_1,Tag_2,Tag_2,Tag_2,Tag_2,
CUST_100067,57,Female,Germany,Divorced,EN,Social Media,2018-11-08,2023-04-03,80,641.65,Tablet,Edge,TRUE,8,96.27,Credit Card,2023-08-19,TRUE,3,None,Low,1,2025-01-10,3.9,109,FALSE,Tag_4,Tag_2,Tag_4,Tag_1,Tag_3,Tag_3,Tag_2,Tag_5,Tag_4,Tag_1,770.16
CUST_100068,21,Female,Australia,Divorced,DE,Social Media,2021-04-29,2023-03-16,68,228.19,Tablet,Edge,TRUE,6,88.09,Bank Transfer,2024-07-26,FALSE,2,WELCOME10,Medium,0,2024-11-24,4.6,157,FALSE,Tag_4,Tag_5,Tag_4,Tag_4,Tag_3,Tag_3,Tag_4,Tag_6,Tag_4,Tag_4,528.54
CUST_100069,19,Male,Australia,Divorced,DE,Ad Campaign,2020-02-14,2025-01-25,79,270.66,Mobile,Chrome,TRUE,9,117.09,Crypto,2025-05-09,TRUE,3,WELCOME10,High,0,2023-09-15,1.6,214,FALSE,Tag_6,Tag_3,Tag_4,Tag_5,Tag_2,Tag_3,Tag_5,Tag_2,Tag_1,Tag_1,1053.81
CUST_100070,23,Non-Binary,India,Single,ZH,Email,2020-09-28,2023-07-02,76,1384.84,Mobile,Safari,FALSE,4,96.29,Credit Card,2024-05-13,TRUE,1,None,Low,5,2024-03-22,2.9,207,TRUE,Tag_1,Tag_2,Tag_2,Tag_3,Tag_4,Tag_1,Tag_1,Tag_5,Tag_2,Tag_5,385.16
CUST_100071,59,Prefer Not to Say,USA,Divorced,ES,Referral,2020-05-22,2024-12-17,62,1260.23,Mobile,Chrome,TRUE,5,113.35,PayPal,2025-02-17,TRUE,1,None,Low,0,2023-03-08,2.3,235,FALSE,Tag_1,Tag_1,nan,Tag_1,Tag_2,Tag_2,Tag_2,Tag_2,Tag_4,Tag_4,566.75
CUST_100072,21,Female,USA,Married,DE,Email,2022-01-13,2024-04-03,70,264.79,Mobile,Safari,TRUE,7,125,PayPal,2023-12-02,FALSE,3,SAVE20,High,2,2025-04-22,3.5,327,TRUE,Tag_5,Tag_3,nan,Tag_4,Tag_4,Tag_3,Tag_1,Tag_2,Tag_2,Tag_5,875
CUST_100073,46,Female,USA,Single,ES,Social Media,2019-11-25,2024-11-29,74,10.36,Mobile,Safari,TRUE,6,77.17,Credit Card,2024-03-13,TRUE,1,SAVE20,Low,2,2023-02-13,4.3,168,TRUE,Tag_1,Tag_3,Tag_1,Tag_3,Tag_3,Tag_2,Tag_2,Tag_5,Tag_4,Tag_4,463.02
